Running HashTableTest
********************************************
Array_Length: 1024 Distribution: 0 Uniq: 1.000000 Order: 0 CopiedElements: 1.000000 blocksLength: 8
********************************************
238,116
280,95
210,97
260,95
291,98
215,112
258,112
212,98
281,115
209,94
234,97
262,97
215,113
209,112
243,115
237,114
238,97
206,98
210,98
204,96
230,115
209,112
294,115
239,97
214,114
205,114
209,97
204,114
241,115
205,113
235,96
247,97
209,112
205,96
206,94
210,96
192,114
236,96
205,112
187,95
194,110
238,96
209,96
193,115
243,115
245,111
276,97
227,95
216,113
234,115
210,113
246,112
223,112
207,114
206,96
246,96
241,112
273,114
234,98
216,114
212,115
211,95
204,95
252,113
2714,95
277,105
282,97
213,113
220,98
243,112
208,113
242,113
262,112
210,96
261,96
208,113
214,111
205,113
233,113
250,113
276,121
233,113
320,114
229,113
217,114
204,95
236,97
213,114
303,113
214,114
264,113
212,98
207,96
225,112
234,114
261,111
212,96
212,114
230,96
215,96
232,97
213,95
253,96
208,112
215,113
213,111
222,111
208,97
219,112
208,112
243,113
204,112
210,97
207,113
212,113
235,113
239,113
224,114
212,115
209,114
247,112
206,113
241,113
212,114
208,112
193,112
245,112
225,96
190,112
238,98
241,112
220,111
212,97
190,96
264,115
207,114
240,114
204,97
220,96
215,113
210,111
243,97
235,98
227,114
209,114
212,116
241,111
233,114
208,112
2491,112
329,113
221,96
332,96
204,97
208,95
205,96
190,97
26557,127
312,97
203,98
187,97
243,116
188,115
187,96
192,95
187,113
189,110
221,113
230,96
287,97
242,98
218,114
210,97
220,114
205,113
197,112
221,112
210,96
228,115
189,112
189,112
189,111
275,115
229,98
209,112
187,113
251,112
189,113
224,96
188,113
191,112
233,112
192,96
189,97
193,112
188,96
247,95
192,112
189,114
190,112
189,112
191,113
229,96
187,112
186,113
186,98
250,115
187,96
191,96
187,114
272,98
187,114
279,115
222,112
187,114
250,114
189,96
188,98
193,97
189,114
243,97
217,112
188,116
209,116
219,96
191,97
188,114
228,98
222,114
233,96
187,114
190,114
189,112
188,97
3023,103
275,115
192,112
283,113
191,98
191,114
202,115
196,98
193,114
195,113
229,96
239,113
185,114
260,112
192,98
239,96
228,94
193,114
261,114
250,113
194,101
283,113
189,114
231,115
199,95
239,96
229,96
213,114
194,111
191,96
196,114
197,96
235,97
194,97
224,113
194,112
249,113
195,112
189,95
196,114
187,97
195,112
190,115
262,115
192,113
218,112
226,113
190,97
193,114
226,114
191,114
187,112
191,96
240,95
191,112
193,113
193,96
191,97
223,112
195,96
227,112
194,97
282,112
231,96
208,113
244,96
324,96
287,115
191,114
193,98
230,113
224,113
196,96
195,96
195,97
194,113
195,113
193,97
188,96
188,112
221,115
193,113
195,97
228,113
229,112
207,113
2617,96
299,114
187,113
191,97
203,115
231,97
234,114
194,97
196,96
193,115
206,97
266,113
326,115
205,114
198,96
222,114
231,114
194,113
192,97
196,96
232,113
220,97
225,113
196,97
200,96
191,96
187,112
192,97
187,97
192,113
226,93
274,112
250,112
256,113
191,96
197,115
192,114
229,112
193,96
238,113
238,112
191,95
203,97
256,96
281,95
188,113
229,96
221,113
191,112
227,95
192,112
195,113
227,113
193,113
227,95
229,113
228,113
277,95
211,117
210,113
217,113
194,113
193,97
257,97
Exiting

